title,url,page_title,category,ingredients,instructions,kalori,protein,karbohidrat,lemak,serat,gula,sodium,kalium,kolesterol,lemak_jenuh,description,prepTime,cookTime,recipeYield
Dimsum Diet,https://www.fatsecret.co.id/resep/45713150-dimsum-diet/Default.aspx,Dimsum Diet,Sidebar - Lauk Pauk,100 gram dada ayam | 15 kecil pangsit polos | 1 besar putih telur | 1 sdt garam | 50 gram wortel | 3 siung bawang putih | 3 kecil bawang merah | 125 gram tahu | 230 g royco kaldu rasa sapi | 3 g lada putih bubuk,"Perajang / haluskan bawang putih, bawang bombay, dada ayam, tahu, garam, merica, putih telur, dan kaldu. | Parut  semua wortel dengan parutan rujak / potong korek api tipis2. | Isi kulit pangsit dengan isian ayam tahu yg sudah di haluskan.. Kemudian kukus sampai matang kurang lebih 15 menit .
Siap di santap dan di nikmati.","52,0 kkal","3,67 g","5,9 g","1,53 g","0,5 g","1,04 g","300,0 mg","74,0 mg","6,0 mg","0,348 g",Pangsit rendah kalori dengan ayam dan tahu.,PT20M,PT20M,15 porsi
Telur Kukus,https://www.fatsecret.co.id/resep/43224676-telur-kukus/Default.aspx,Telur Kukus,Sidebar - Makan Siang,63 gram daging sapi | 1 1/2 besar putih telur | 12 gram buncis | 29 gram wortel | 11 gram daun bawang,"Iris cincang wortel, daun bawang, serta buncis. Sisihkan. | Kocok putih telur dengan pengocok telur hingga berbusa. | Masukan wortel, daun bawang, buncis yang telah diiris cincang serta daging sapi yang dipotong kecil-kecil ke dalam kocokan putih telur. Tambahkan garam, merica, dan penyedap. Aduk hingga rata. | Masukan adonan ke dalam wadah anti panas, lalu kukus selama 30 menit. | Setelah 30 menit angkat lalu tiriskan.","230,0 kkal","22,64 g","5,56 g","12,5 g","1,4 g","2,27 g","347,0 mg","417,0 mg","55,0 mg","4,889 g",Telur kukus rendah karbohidrat dan tinggi protein dengan daging sapi dan kacang hijau.,PT15M,PT45M,1 porsi
Kekian Udang,https://www.fatsecret.co.id/resep/43163697-kekian-udang/Default.aspx,Kekian Udang,Sidebar - Makan Siang,640 gram udang | 1 sedang telur | 123 gram wortel | 21 gram bawang putih | 30 gram daun bawang (loncang) | 60 g tepung tapioka | 75 g kembang tahu,Haluskan udang. | Haluskan bawang putih garam dan merica. | Parut wortel dan iris kecil-kecil daun bawang. | Masukkan wortel daun bawang telur dan bumbu halus kedalam udang yang telah dihaluskan. | Aduk sampai rata kemudian masukkan tepung tapioka. | Taruh di dalam kulit tahu yang telah di rendam air. | Kukus kurang lebih 10 menit.,"46,0 kkal","7,19 g","1,93 g","1,05 g","0,1 g","0,51 g","132,0 mg","56,0 mg","49,0 mg","0,158 g",Lauk penuh rasa!,PT10M,PT15M,31 porsi
Cah Brokoli Ayam,https://www.fatsecret.co.id/resep/42903761-cah-brokoli-ayam/Default.aspx,Cah Brokoli Ayam,Sidebar - Makan Siang,200 gram dada ayam | 1 sdt garam | 1 sdm saus tiram | 100 gram brokoli | 20 gram wortel | 2 siung bawang putih | 150 ml air | 1 sdm minyak goreng | 3 g lada putih bubuk,Haluskan bawang putih dan lada. | Panaskan minyak. | Tumis bumbu sampai harum. | Masukkan ayam tumis sampai matang. | Tambahkan air matang secukupnya. | Masukkan brokoli. | Tambahkan garam. | Pindahkan ke piring saat sudah matang.,"183,0 kkal","20,91 g","4,84 g","8,64 g","1,1 g","0,89 g","1218,0 mg","300,0 mg","55,0 mg","2,801 g",Hidangan ringan dan lezat dengan ayam dan brokoli.,PT5M,PT10M,3 porsi
Ayam Crispy Oatmil,https://www.fatsecret.co.id/resep/40933067-ayam-crispy-oatmil/Default.aspx,Ayam Crispy Oatmil,Sidebar - Lauk Pauk,"100 gram dada ayam | 1 besar telur | 1 sdm bubuk cabai | 1 sdt, tumbuk oregano | 1 sdt garam | 1 sdm olive oil | 2 sdm oat","Slice dada ayam ketebalan sesuai selera lalu bumbui dada ayam dgn garam dan bubuk cabai (optional). | Kocok telur. | Tuang quacker oat ke dalam mangkuk lalu bumbui lg dgn bubuk cabai, garlic powder, dan oregano. | Tuang sedikit olive oil ke teflon klo bisa (anti lengket) yg sudah dipanaskan. | Lumuri dada ayam dengan telur lalu balurkan ke oat yg sudah dibumbui. Panggang di dalam teflon dgn api sedang. | Angkat ayam jika sudah kecoklatan.","285,0 kkal","20,48 g","14,82 g","16,06 g","1,7 g","0,5 g","1432,0 mg","242,0 mg","148,0 mg","3,996 g",Ayam goreng crunchy dilapisi oatmeal.,PT5M,PT5M,2 porsi
Banana Oats Coklat,https://www.fatsecret.co.id/resep/65593665-banana-oats-coklat/Default.aspx,Banana Oats Coklat,Sidebar - Makan Pagi,61 gram telur | 1 sdt ekstrak vanila | 157 gram pisang | 1 sdt baking soda | 11 gram kakao bubuk (tanpa gula) | 6 g unsalted butter | 49 g oat | 200 ml susu uht low fat | 6 g choco chips,"Haluskan pisang. | Tambahkan oat, coklat bubuk, vanilla, dan baking soda, lalu aduk. | Setelah adonan tercampur rata, masukkan susu, telur dan mentega cair. | Tuang ke dalam cetakan yang dialasi kertas roti dan taburi choco chips. | Panggang dengan suhu 180°C selama 20 menit.","315,0 kkal","12,27 g","45,52 g","10,7 g","6,4 g","11,6 g","728,0 mg","584,0 mg","140,0 mg","4,977 g","Camilan lezat, lembab, dan kaya serat.",PT10M,PT20M,2 porsi
Kue Oat Pisang,https://www.fatsecret.co.id/resep/65203011-kue-oat-pisang/Default.aspx,Kue Oat Pisang,Sidebar - Makan Pagi,100 g telur | 1 porsi minyak nabati | 250 g oat | 45 ml low fat milk | 30 g choco chips | 200 gram pisang raja,"Haluskan pisang raja. | Tambahkan telur, minyak, dan susu. Campur dengan baik. | Tambahkan oat giling dan 15g keping cokelat, lalu aduk rata. | Tuang adunan ke dalam acuan dan hiaskan baki choco chips. Bakar selama kira-kira 30 minit pada suhu 150°C. | Biarkan dingin lalu iris.","153,0 kkal","4,04 g","23,24 g","4,96 g","2,7 g","4,9 g","31,0 mg","75,0 mg","39,0 mg","0,813 g","Camilan lembab, sehat dan lezat.",PT15M,PT30M,11 porsi
Roti Pisang Havermut,https://www.fatsecret.co.id/resep/64166001-roti-pisang-havermut/Default.aspx,Roti Pisang Havermut,Sidebar - Makan Pagi,50 g telur | 1 sejumput garam | 1/2 sdt ekstrak vanila | 120 gram pisang | 1/2 sdt baking soda | 1 sdm madu | 30 g havermut instan | 20 g cokelat hitam & granola almond,"Hancurkan pisang dan campur dengan telur, vanila, dan madu. | Tambahkan oatmeal, garam, dan soda kue. | Tuang ke dalam cetakan roti dan taburi dengan granola. | Panggang dalam oven dengan suhu 180°C selama 20 menit atau hingga adonan tidak lengket lagi. | Biarkan dingin sebelum membuka cetakan dan mengiris.","232,0 kkal","7,3 g","39,64 g","5,86 g","4,2 g","17,62 g","456,0 mg","256,0 mg","106,0 mg","1,722 g",Camilan panggang yang manis dan lembab.,PT20M,PT20M,2 porsi
Bolu Oatmeal Pisang Cokelat,https://www.fatsecret.co.id/resep/62667819-bolu-oatmeal-pisang-cokelat/Default.aspx,Bolu Oatmeal Pisang Cokelat,Sidebar - Makan Pagi,50 gram egg | 375 gram banana | 10 g cocoa powder | 150 g whole rolled oats | 5 g coconut sugar | 50 g choco chips | 2.5 g baking powder,Haluskan pisang. | Campur semua bahan. | Panggang selama 30 menit pada suhu 170°C. | Hasilnya jadi 2 loyang bisa dibagi 12 potong.,"106,0 kkal","2,96 g","18,69 g","2,83 g","2,9 g","6,24 g","469,0 mg","117,0 mg","18,0 mg","0,432 g",Pilihan sehat untuk menikmati sarapan Anda.,PT15M,PT30M,12 porsi
Bolu Tape,https://www.fatsecret.co.id/resep/62661818-bolu-tape/Default.aspx,Bolu Tape,Sidebar - Roti & Produk Panggang,6 besar telur | 210 gram gula pasir | 150 g margarine | 210 g tepung terigu | 80 ml susu uht low fat | 10 g baking powder | 300 gram tape singkong,"Lumatkan tape dengan susu, sisihkan. | Kocok telur dan gula hingga putih kental berjejak. | Masukan tape yang sudah dilumatkan ke dalam adonan telur aduk rata. | Masukan terigu dan baking powder ke dalam adonan aduk rata. | Terakhir masukan margarine dalam adonan aduk rata  jangan sampai ada cairan yang mengendap di bawah adonan. | Tuang dalam loyang panggang dengan suhu 160°C selama 50menit atau sampai bolu matang. | Tes kematangan bolu dengan menusuk bolu jika sudah tidak ada adonan menempel maka bolu matang sempurna.","233,0 kkal","4,27 g","31,3 g","9,31 g","0,3 g","13,42 g","131,0 mg","63,0 mg","80,0 mg","4,81 g",Kue bolu yang enak dan rendah lemak.,PT20M,PT50M,16 porsi
Sandwich,https://www.fatsecret.co.id/resep/61943949-sandwich/Default.aspx,Sandwich,Sidebar - Roti & Produk Panggang,1 daun sedang selada | 100 gram telur ceplok | 2 lembar roti tawar gandum | 1 sachet saus sambal | 1 slice keju slice,"Siap kan bahan. | Panggang roti di pan tanpa minyak hingga mencoklat rata. | Ceplok telur, tambahkan garam sejumput, kocok telur dan goreng. | Susun roti dengan bahan bahan yang sudah disiapkan.","467,0 kkal","20,7 g","38,12 g","23,82 g","6,1 g","4,97 g","755,0 mg","158,0 mg","457,0 mg","6,295 g",Untuk serapan atau makan malam.,PT5M,PT5M,1 porsi
Banana Oat Cookies,https://www.fatsecret.co.id/resep/61634834-banana-oat-cookies/Default.aspx,Banana Oat Cookies,Sidebar - Roti & Produk Panggang,3 kurma | 10 gram kismis | 125 gram pisang | 60 g havermout oatmeal instan | 6 g choco chips,"Lumatkan pisang sampai halus dengan garpu. | Tambahkan oat dan bahan lainnya, campur sampai menyatu. | Ambil sesendok campuran dan letakkan di airfryer / loyang, tekan ratakan dengan garpu. | Panggang kue dengan suhu 160°C selama 30 menit. | Angkat dan dinginkan. Siap disajikan.","120,0 kkal","2,57 g","25,29 g","2,06 g","3,6 g","9,91 g","0,0 mg","172,0 mg","0,0 mg","0,288 g",Sehat dan enak!,PT10M,PT30M,4 porsi
Healthy Banana Oat Muffin,https://www.fatsecret.co.id/resep/61544864-healthy-banana-oat-muffin/Default.aspx,Healthy Banana Oat Muffin,Sidebar - Makan Pagi,57 gram telur | 1 gram garam | 2 gram baking soda | 75 gram oat | 157 g banana | 15 g cocoa powder | 18 g coconut sugar | 2 g kopi bubuk | 2 g baking powder | 2100 g squeeze yoghurt,"Blender oats sampai jadi halus atau merupai tepung. Bisa pakai tepung lain. | Campur tepung oats, cocoa powder, baking soda, baking powder, kopi instan, gula dan garam. | Haluskan pisang lalu campurkan dengan telur dan yogurt. | Campur adonan basah dengan adonan kering. | Masukan adonan muffin ke cup/loyang yang sudah anda sediakan. | Tambahkan topping pilihan anda sesuai selera. | Panggang di oven 180°C sekitar 20 - 25 menit. | Angkat dan dinginkan.","459,0 kkal","14,1 g","78,65 g","12,23 g","3,1 g","41,11 g","470,0 mg","662,0 mg","40,0 mg","0,678 g",Kaya dan dekaden tapi tetap sehat!,PT15M,PT25M,6 porsi
Brownies Mocaf,https://www.fatsecret.co.id/resep/61218093-brownies-mocaf/Default.aspx,Brownies Mocaf,Sidebar - Makanan Penutup,2 besar telur | 100 gram coklat manis atau gelap | 50 gram mentega | 15 gram kacang almond | 100 gram gula merah | 13 g coklat bubuk | 30 ml extra virgin olive oil | 100 g tepung mocaf,"Lelehkan coklat manis gelap dengan minyak zaitun dan mentega. | Kocok telur dan gula merah semut dengan whisk. | Masukkan lelehan coklat tadi,aduk rata. | Masukan tepung mocaf aduk rata. | Masukan lagi coklat bubuk, aduk rata kembali. | Panaskan oven 180°C selama 10 menit.Masukan adonan kedalam loyang panggang dan tambahkan almond sebagai topping selama 20-25m. | Brownis siap dihidangkan.","213,0 kkal","2,37 g","25,52 g","12,1 g","1,3 g","14,96 g","33,0 mg","108,0 mg","53,0 mg","5,502 g",Resep brownies yang enak.,PT10M,PT25M,10 porsi
Bagel,https://www.fatsecret.co.id/resep/55326939-bagel/Default.aspx,Bagel,Sidebar - Roti & Produk Panggang,"0,4 sdm,kering ragi | 1 sdt garam | 190 ml air | 10 gram madu | 10 gram gula pasir | 1 sdm minyak goreng | 300 g tepung terigu cakra kembar | 50 g tepung terigu kunci biru","Campur semua bahan kecuali minyak dan uleni selama 2 menit. | Tambahkan minyak lalu uleni kembali adonan hingga kalis. Biarkan mengembang selama 1 jam. | Bagi adonan menjadi 6 bagian, diamkan selama 15 menit. | Bentuk menjadi bagel dan diamkan selama 40 menit lagi. | Rebus air dalam panci, tambahkan gula merah, saat mendidih tambahkan campuran bagel dan didihkan setiap sisi selama 20 detik. | Taruh di atas loyang. Panggang dalam oven dengan suhu 180°C selama 20 menit.","233,0 kkal","7,06 g","46,76 g","2,29 g","0,2 g","3,03 g","394,0 mg","17,0 mg","0,0 mg","0,672 g",Bagel ini kenyal dengan kerak yang renyah.,PT120M,PT30M,6 porsi
Toast Avocado,https://www.fatsecret.co.id/resep/52168842-toast-avocado/Default.aspx,Toast Avocado,Sidebar - Makan Pagi,1 irisan reguler roti gandum panggang | 1 alpukat | 5 g susu kental manis | 7.5 g mentega | 10 g palm sugar,Panggang roti dengan mentega. | Keruk alpukat letakkan diatas roti. | Taburi gula palm. | Tuang susu kental manis.,"488,0 kkal","6,83 g","39,95 g","37,53 g","15,0 g","5,15 g","216,0 mg","1059,0 mg","0,0 mg","6,757 g",Sarapan atau camilan yang enak dan sederhana.,PT10M,PT4M,1 porsi
Oat Almond Butter Cookies,https://www.fatsecret.co.id/resep/52141892-oat-almond-butter-cookies/Default.aspx,Oat Almond Butter Cookies,Sidebar - Makanan Ringan,50 gram mentega almond | 50 gram selai kacang | 1 sdt ekstrak vanila | 1 sdt baking soda | 2.6 g stevia sweetener | 15 g original yogurt | 100 g oat | 10 g raw cacao powder | 20 g dark chocolate 70%,Blender oat menjadi tepung. | Campur semua bahan kecuali choco chips. Aduk rata. | Terakhir tambahkan chocochips dan dibentuk. | Panggang di api 180°C 25menit.,"46,0 kkal","1,42 g","4,41 g","2,93 g","0,6 g","0,57 g","69,0 mg","28,0 mg","0,0 mg","0,613 g",Cookies sehat tinggi dan mengenyangkan.,PT15M,PT25M,25 porsi
Blueband Biskuit Lunak,https://www.fatsecret.co.id/resep/52092361-blueband-biskuit-lunak/Default.aspx,Blueband Biskuit Lunak,Sidebar - Makan Pagi,1 besar telur | 60 gram gula | 100 gram tepung terigu putih (semua keperluan) | 4 g tepung pati jagung | 125 ml dark compound chocolate | 20 g palm sugar | 100 g cake & cookie | 55 g tepung terigu kunci biru,Kocok mentega dan gula. Kemudian tambahkan telur dan aduk. | Tambahkan tepung yang sudah diayak dan bahan lainnya. Campur dengan baik. | Bentuk biskuit dan sebarkan di atas loyang. Panggang selama 18 menit pada suhu 180°C-190°C.,"300,0 kkal","3,56 g","32,54 g","17,31 g","1,9 g","100,0 g","136,0 mg","24,0 mg","26,0 mg","11,463 g","Manis, lembab, dan lezat.",PT20M,PT18M,8 porsi
Vegan Cookies,https://www.fatsecret.co.id/resep/51696886-vegan-cookies/Default.aspx,Vegan Cookies,Sidebar - Roti & Produk Panggang,10 gram cranberry kering | 1 sdt ekstrak vanila | 10 gram kismis (tanpa biji) | 6 gram chia seed | 10 gram biji bunga matahari kering (tanpa garam) | 3 sdm madu | 6 sdt fiber creme | 2 sdm virgin coconut oil | 150 g rolled oats | 5 g dark chocolate chips | 5 g cornflakes,"100 gr blender rolled oats menjadi tepung. | Campur chia seed dengan 3 sdm air matang dan diamkan menjadi set. | Campur tepung, chia seed dan madu, aduk rata. | Masukan semua bahan lainnya. | Bentuk adonan. | Panaskan oven 20 menit sebelum masak suhu 25'.","63,0 kkal","1,21 g","9,73 g","2,28 g","1,4 g","3,46 g","5,0 mg","11,0 mg","0,0 mg","1,267 g",Dibuat dengan oatmeal gulung.,PT10M,PT30M,20 porsi
Bolu Sagon Kelapa,https://www.fatsecret.co.id/resep/51627919-bolu-sagon-kelapa/Default.aspx,Bolu Sagon Kelapa,Sidebar - Roti & Produk Panggang,3 besar telur | 100 gram kelapa kering | 1 sdt baking soda | 93 gram gula pasir | 120 gram tepung terigu putih (semua keperluan) | 1 sejumput garam laut | 9 sdm minyak goreng,"Kocok telur, gula, ovalet ¼ sdt, dan garam sejumput hingga mengembang dan berwarna pucat. | Masukkan kelapa parut kering, tepung terigu, dan baking powder. Aduk hingga merata. | Tambahkan minyak sayur dan aduk hingga tercampur rata. | Siapkan loyang, tataki dengan kertas baking dan diolesi mentega. | Tuangkan adonan ke loyang. Panggang di oven pada suhu 180 C selama 30-35 menit. | Angkat dan sajikan.","499,0 kkal","7,63 g","41,87 g","34,31 g","3,9 g","20,35 g","333,0 mg","175,0 mg","127,0 mg","19,682 g",Kue bolu yang empuk dan enak.,PT20M,PT35M,5 porsi
Oatbanana Cookies,https://www.fatsecret.co.id/resep/51393439-oatbanana-cookies/Default.aspx,Oatbanana Cookies,Sidebar - Roti & Produk Panggang,100 gram pisang | 5 gram chia seed | 70 gram oat,Penyetkan pisang sampai hancur. | Masukan oatmeal dan chiaseed. | Aduk lalu cetak dan panggang di suhu 200•C selama 15menit.,"385,0 kkal","13,69 g","71,42 g","6,7 g","11,9 g","12,23 g","3,0 mg","666,0 mg","0,0 mg","1,123 g",Cookies pisang oat tanpa tepung.,PT5M,PT15M,1 porsi
Prol Tape Keju,https://www.fatsecret.co.id/resep/51259280-prol-tape-keju/Default.aspx,Prol Tape Keju,Sidebar - Roti & Produk Panggang,5 besar kuning telur | 1/2 sdt garam | 1/2 sdt ekstrak vanila | 100 gram gula pasir | 50 g cheddar cheese | 400 gram tape singkong | 2 sendok makan kental manis | 70 g unsalted butter | 100 g tepung terigu cakra kembar,"Haluskan tape, masukkan vanili, SKM. | Kocok 4 kuning telur dengan gula sampai larut dengan wisk, kemudian campurkan dengan adonan tape, aduk sampai rata, masukkan sedikit-sedikit tepung terigu dan butter yg sudah dilelehkan. Masukkan ke loyang yg sudah dialasi kertas roti dan dioles margarin. | Masukkan ke oven panggang api atas bawah 20 menit suhu 180, keluarkan oles dengan 1 butir kuning telur dan tabur keju parut. Oven lagi 30 menit.","157,0 kkal","2,85 g","22,65 g","6,13 g","0,4 g","7,91 g","125,0 mg","50,0 mg","76,0 mg","3,437 g",Makanan penutup dari tape singkong.,PT60M,PT40M,16 porsi
Banana Oat Cake,https://www.fatsecret.co.id/resep/51074059-banana-oat-cake/Default.aspx,Banana Oat Cake,Sidebar - Roti & Produk Panggang,58 gram telur | 69 gram pisang | 20 gram kacang almond | 1 lembar singles | 16 g selai kacang | 2 g classic | 52 ml low fat high calcium rasa coklat (200ml) | 50 g instant whole oats,"Kocok telur menggunakan ballon wishk sampai berbusa, masukan kopi, selai,dan pisang yg sudah dilumatkan terlebih dahulu. Kocok sebentar. | Masukan oat (me: diblender) dan almond cacah aduk rata. Tuang susu aduk kembali. | Tuang ke loyang yg sdh dioles minyak, ratakan, beri topping keju slice. | Panggang di oven yg sdh dipanaskan selama 30m.","323,0 kkal","14,4 g","32,2 g","16,01 g","5,6 g","8,01 g","272,0 mg","282,0 mg","124,0 mg","4,12 g",Kue pisang dibuat dengan oat dan ditaburi keju.,PT15M,PT30M,2 porsi
Setup Roti Gandum,https://www.fatsecret.co.id/resep/50726526-setup-roti-gandum/Default.aspx,Setup Roti Gandum,Sidebar - Makan Pagi,30 gram kismis | 1 besar putih telur | 5 gram kacang almond panggang kering (tanpa tambahan garam) | 250 ml susu uht full cream (250ml) | 6 g sweetener diabtx | 350 g roti gandum,Campur putih telur dengan gula lalu kocok. | Campurkan 250ml susu UHT/Low Fat lalu aduk. | Potong roti gandum sesuai selera lalu masukan kedalam adonan basah lalu aduk dengan rata. | Tuangkan 1/2 adonan kedalam cetakan taburkan kismis sesuai selera. | Tuangkan sisa adonan ratakan lalu taburkan kismis & kacang Almond sesuai selera. | Kukus 20 menit atau sampai adonan padat (tusuk dengan tusuk gigi untuk test kepadatan).,"183,0 kkal","10,4 g","49,99 g","6,58 g","7,9 g","7,06 g","387,0 mg","179,0 mg","4,0 mg","3,305 g",Puding roti kukus.,PT10M,PT20M,4 porsi
Vegan Chocolate Strawberry Banana Cake,https://www.fatsecret.co.id/resep/50540833-vegan-chocolate-strawberry-banana-cake/Default.aspx,Vegan Chocolate Strawberry Banana Cake,Sidebar - Roti & Produk Panggang,2 sedang telur | 3 kecil pisang | 1 sdt baking soda | 1 sejumput garam laut | 200 g wholegrain rolled oats | 120 ml minyak jagung | 25 g granola chocolate vanilla | 150 ml almond milk,"Campur semua bahan oats ( yg sudah di hancurin jdj tepung , susu almond , telur pisang , baking soda , garam himalaya , granola. | Granola di hancurin dulu pakek air panas. | Semua di mixer. | Lalu tambah kecetakan. | Cetakan di masukan ke oven suhu 210 selama 40 menit.","291,0 kkal","6,51 g","28,06 g","17,68 g","4,2 g","5,46 g","208,0 mg","150,0 mg","47,0 mg","4,536 g",Kue yang terbuat dari oatmeal dan susu almond.,PT5M,PT45M,8 porsi
Bread Puding,https://www.fatsecret.co.id/resep/46179024-bread-puding/Default.aspx,Bread Puding,Sidebar - Makanan Ringan,1 besar telur | 10 gram kismis | 1 sdt ekstrak vanila | 250 ml susu uht low fat high calcium | 6 g sweetener | 2 lembar roti tawar,"Kocok putih telur dengan pemanis. | Tambahkan vanili, lalu kocok kembali. | Tambah susu 250ml, lalu kocok kembali. | Siapkan roti tawar, potong potong kotak-kotak. | Masukan roti tawar kedalam adonan telur. | Aduk perlahan, masukkan ke dalam wajan. Taburi dengan kismis. | Siapkan kukusan yg sudah panas. | Masukan adonan kedalam kukusan.","77,0 kkal","3,77 g","10,8 g","1,84 g","0,7 g","1,47 g","81,0 mg","98,0 mg","38,0 mg","0,843 g",Puding roti kukus dengan topping kismis.,PT5M,PT8M,6 porsi
Bolu Pisang Oat Kukus,https://www.fatsecret.co.id/resep/45437407-bolu-pisang-oat-kukus/Default.aspx,Bolu Pisang Oat Kukus,Sidebar - Roti & Produk Panggang,1 sedang telur | 2 sedang pisang | 1 sdt baking soda | 6 sendok makan instant oatmeal | 5 g keju cheddar,Blender oat agak halus. | Campur telor dan oat yang sudah d blender beserta baking powder. | Haluskan pisang. | Tuang pisang yang sudah halus ke adonan. | Siapkan loyang dan Kukusan. | Kukus kurang lebih 30menit. | Sajikan.,"46,0 kkal","1,51 g","8,25 g","1,06 g","1,0 g","2,65 g","126,0 mg","82,0 mg","17,0 mg","0,296 g",Bolu kukus dari pisang dan oat.,PT10M,PT45M,11 porsi
